OTU_ID	F10p515F2F4F6	D5p515F2F4F6	E6p515F1F3F5	H8p515F2F4F6	C1p515F2F4F6	F8p515F1F3F5	A4p515F2F4F6	A8p515F1F3F5	A11p515F2F4F6	A5p515F2F4F6	C4p515F2F4F6	B12p515F2F4F6	F10p515F1F3F5	F11p515F1F3F5	G9p515F1F3F5	E3p515F1F3F5	E7p515F1F3F5	H2p515F2F4F6	E4p515F2F4F6	F6p515F1F3F5	C11p515F1F3F5	F12p515F1F3F5	B8p515F2F4F6	F12p515F2F4F6	G7p515F2F4F6	E3p515F2F4F6	C5p515F2F4F6	E2p515F2F4F6	D2p515F1F3F5	G3p515F1F3F5
Otu47	451	350	40	3	72	20	15	67	47	47	59	97	63	261	31	338	13	163	62	37	3	14	116	36	19	18	13	285	62	148
Otu6260	1	2	1	0	1	16	2	30	0	0	0	5	2	10	4	8	0	0	1	3	19	2	0	14	1	6	2	0	0	5
Otu164	4	5	15	5	0	481	6	199	0	4	1	16	81	335	61	0	73	46	14	13	24	396	17	27	1	105	16	8	1	0
Otu133	61	57	46	29	5	80	11	79	0	9	9	88	13	44	15	17	35	12	84	34	6	47	35	88	31	40	13	0	0	18
Otu109	14	160	60	4	62	24	67	15	28	3	62	14	14	53	252	28	89	12	8	50	32	1	19	75	5	16	30	7	78	12
Otu232	10	3	16	47	9	48	12	11	21	16	0	27	11	11	7	17	46	40	1	12	7	49	13	113	1	4	4	25	27	48
Otu826	6	1	3	3	0	0	1	2	0	1	2	3	3	4	4	5	19	13	3	2	7	16	6	1	5	3	6	12	0	6
Otu790	4	0	0	2	0	0	0	7	0	1	0	5	0	0	4	6	0	0	2	1	1	3	3	35	19	14	9	0	0	0
Otu746	53	0	0	1	0	3	1	0	0	0	0	10	3	5	1	1	7	1	2	0	1	9	2	8	0	9	5	0	0	1
Otu15	13	6362	151	22	32	3	641	47	13	2243	8614	17	16	55	10	32	15	896	6268	84	189	11	11466	27	116	525	122	2853	0	31
Otu931	6	5	2	0	1	10	1	4	0	0	1	2	0	8	1	0	0	1	1	1	0	9	0	1	0	4	0	0	0	1
Otu4602	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu76	135	101	160	111	40	50	20	118	80	9	26	385	78	80	72	87	60	135	40	119	22	66	82	105	17	9	16	48	61	98
Otu663	12	1	0	0	0	21	0	1	0	1	0	5	1	2	2	0	38	0	1	0	2	13	5	5	5	4	1	0	0	1
Otu606	1	0	0	3	2	10	7	27	3	2	0	34	3	2	1	11	0	42	1	3	2	9	2	14	6	6	2	2	0	3
Otu3280	2	0	0	0	0	0	0	2	0	0	0	2	0	4	0	0	0	0	1	1	0	0	0	6	0	0	0	0	0	0
Otu623	15	2	6	4	1	1	1	5	6	3	1	3	8	5	1	3	12	22	3	12	2	3	2	8	8	0	0	4	0	11
Otu192	0	76	0	0	0	0	0	4	0	0	0	0	2	0	0	1	0	0	12	0	22	4	13	0	15	257	18	0	0	5
Otu8122	0	0	1	0	0	6	2	35	0	0	0	11	9	5	0	9	0	1	9	1	14	13	0	4	13	6	9	6	0	0
Otu3214	4	0	5	1	0	0	0	25	3	3	2	4	2	8	30	0	18	3	1	4	1	122	38	1	0	35	0	7	0	1
Otu92	79	15	34	116	0	138	94	254	44	12	11	278	95	33	78	80	21	19	35	60	51	125	15	364	168	24	66	10	18	80
Otu100	1	1	2	4	3	1	10	5	1	11	7	2	12	1	0	7	39	3	6	2	9	10	11	2	0	4	0	13	0	19
Otu4672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
Otu3912	0	0	0	0	0	4	7	38	0	7	0	6	19	2	2	14	1	4	11	0	6	21	1	10	1	1	10	6	0	2
Otu170	159	42	5	235	1	196	0	4	9	0	3	15	5	2	30	4	17	0	0	10	0	72	1	0	0	28	1	0	41	89
Otu1881	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	10	2	0	0	0	1	0	2	0	0	0	0	0	1
Otu339	22	1	0	0	0	6	0	75	0	6	9	62	19	25	8	3	0	0	5	0	58	2	3	23	6	9	6	0	0	1
Otu533	11	2	0	0	2	12	5	7	0	22	1	1	4	14	0	0	6	0	1	0	10	12	0	1	1	4	4	0	49	0
Otu466	25	11	48	14	5	12	4	21	0	0	3	7	0	10	12	5	4	2	10	63	2	13	0	9	2	5	3	0	0	22
Otu324	12	1	3	0	12	8	7	0	5	5	0	10	4	6	12	8	11	92	2	4	0	13	3	11	4	8	2	22	1	4
Otu197	22	28	30	9	5	48	86	36	0	38	8	16	8	19	3	8	18	9	24	21	9	42	37	17	26	14	23	23	3	19
Otu321	1	2	1	15	0	30	6	14	0	0	1	29	27	11	46	3	109	0	0	0	4	77	2	25	4	4	1	1	0	0
Otu1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	85	0	0	0	0	0	0	0	0
Otu763	0	0	0	0	0	0	444	0	0	0	0	6	1	0	0	0	0	1	6	0	9	1	1	0	0	5	0	0	0	0
Otu2752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	0	0	0	23	0
Otu25	20	488	26	46	2	532	479	471	0	610	227	696	632	516	380	148	792	44	481	39	55	69	1403	842	903	587	358	103	0	92
Otu6392	0	0	0	0	0	10	0	45	0	0	0	1	9	2	1	3	1	0	0	0	17	5	0	2	15	3	1	2	0	0
Otu178	51	5	50	17	7	23	47	11	4	16	6	64	12	13	49	52	28	58	8	52	7	27	13	74	4	27	3	13	10	34
Otu2844	7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu375	0	0	0	0	0	3	23	75	0	49	1	0	1	17	0	0	10	0	1	0	0	11	15	0	5	0	0	0	0	0
Otu423	36	0	31	22	0	6	0	0	1	1	0	12	2	1	0	14	6	135	1	29	0	2	0	10	0	0	1	33	0	35
Otu58	61	5	66	47	6	1472	2	242	144	198	14	108	314	48	46	15	1	88	129	57	880	52	177	74	554	34	102	24	1	37
Otu451	57	0	3	15	3	1	0	0	13	2	0	8	7	5	2	1	5	10	0	11	0	8	0	10	0	2	0	1	20	32
Otu2415	0	0	0	0	0	2	0	1	0	0	0	0	0	1	2	0	12	1	0	0	3	1	0	0	0	0	0	0	2	0
Otu4476	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu5642	0	1	13	0	0	3	3	23	0	0	9	5	10	34	100	40	2	1	28	11	42	4	0	18	22	43	9	10	0	0
Otu211	1	22	4	31	1	0	12	27	91	53	1	15	62	7	7	12	12	96	6	1	45	0	5	45	1	7	19	8	0	26
Otu869	2	0	13	6	0	10	0	1	0	0	0	2	3	0	0	12	0	0	0	6	0	4	5	29	0	1	1	1	0	11
Otu277	37	43	3	0	2	29	5	2	0	30	12	42	3	11	24	3	23	0	2	0	7	5	6	70	0	22	63	0	0	0
Otu736	38	0	0	0	0	1	5	4	0	6	0	5	1	2	0	0	19	0	2	0	0	42	0	9	1	0	0	1	0	0
Otu2321	1	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu551	42	0	0	2	3	6	1	2	5	0	1	25	2	1	0	7	6	1	2	0	2	0	0	59	1	3	1	0	27	0
Otu472	1	0	0	14	0	27	5	0	3	5	0	9	1	0	0	8	131	4	3	0	0	1	71	8	0	0	0	1	0	8
Otu8119	0	0	1	0	0	0	0	19	0	0	0	0	1	7	11	1	0	0	4	0	12	0	1	4	4	2	4	2	0	0
Otu9377	3	8	8	0	0	21	40	46	1	16	0	10	45	13	7	17	0	9	12	11	15	11	7	14	19	151	27	8	0	18
Otu4249	1	0	1	0	0	2	2	69	0	2	1	16	48	56	8	17	2	0	14	3	31	39	3	8	50	11	19	8	0	4
Otu2142	0	1	0	0	0	5	35	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu5028	0	0	4	0	0	0	1	29	0	0	0	16	9	13	2	11	0	1	10	12	25	19	1	8	8	9	11	5	0	4
Otu256	14	6	35	23	0	26	205	16	0	3	0	19	3	15	0	9	12	0	3	105	0	282	5	1	28	1	11	0	0	24
Otu918	0	0	0	0	0	18	0	2	0	0	0	4	2	1	4	1	7	0	0	0	7	8	0	4	0	0	0	0	0	0
Otu7910	1	0	0	0	0	9	26	23	0	1	0	13	8	1	2	6	0	0	6	0	3	5	0	9	5	7	9	18	0	8
Otu5544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	14	0	0	0	0	0	0	0
Otu1808	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	1	3	0	0	0	1	16	0	1	0	0	0	0	0
Otu2718	0	0	0	0	0	4	7	4	0	0	0	18	0	2	0	15	0	2	9	0	0	1	0	16	2	2	1	4	0	65
Otu215	43	1	65	50	2	7	6	1	17	0	3	31	7	0	16	12	22	21	2	65	6	1	3	32	1	8	0	3	90	73
Otu86	457	88	50	24	121	76	114	36	2	90	32	5	95	95	2	6	25	6	16	36	13	14	37	10	74	25	116	3	68	17
Otu303	8	0	0	0	1	19	0	62	0	23	1	1	30	435	0	0	6	0	6	0	1	14	0	1	2	0	98	0	23	0
Otu206	1	0	6	16	2	1	729	14	4	0	1	17	31	85	17	5	26	4	6	3	69	0	264	7	2	9	3	3	1	17
Otu4033	0	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu604	32	12	13	1	0	10	2	23	4	3	0	17	4	11	5	26	9	13	12	12	33	16	4	10	2	3	7	6	0	32
Otu726	9	2	10	5	5	4	12	0	0	3	3	4	19	5	1	2	21	22	0	6	4	2	0	3	2	0	0	0	0	10
Otu207	13	1	51	123	0	14	1	30	8	0	0	33	46	2	1	8	12	2	0	70	12	0	1	47	0	1	0	2	0	161
Otu153	146	20	61	35	1	29	17	21	4	14	8	68	24	36	18	15	20	13	10	63	24	14	3	95	18	12	18	7	13	102
Otu1481	2	0	1	8	0	0	1	3	0	0	0	1	1	1	0	2	0	1	0	1	1	1	2	6	0	0	0	1	0	4
Otu4327	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1
Otu396	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	145	0	0	0	0	54	0	0	0	0	0	0	0	0
Otu3369	0	0	0	0	0	0	1	1	2	0	0	1	0	0	0	0	0	1	0	1	0	2	3	1	2	0	0	0	0	0
Otu3128	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1
Otu96	32	0	51	68	1	24	0	38	0	2	1	156	42	84	6	4	4	17	22	54	43	0	125	102	31	29	443	6	15	112
Otu226	0	0	0	0	0	0	0	17	0	0	0	2	44	1	0	12	4	1	0	0	29	2760	4	0	0	0	2	0	0	13
Otu326	34	13	6	5	3	29	36	8	0	0	2	27	20	2	0	7	11	3	2	15	23	4	5	4	6	31	64	0	0	2
Otu325	33	0	2	0	7	7	10	28	8	4	0	19	61	2	0	0	6	17	29	2	23	0	1	13	1	5	2	39	0	0
Otu401	72	0	19	38	15	0	0	2	5	2	1	11	1	6	17	7	0	0	1	35	0	0	1	9	0	4	2	4	93	28
Otu319	6	6	4	3	6	4	45	6	1	5	11	28	6	4	18	14	18	5	2	6	3	19	9	33	1	16	8	8	0	4
Otu316	3	0	6	1	5	9	5	231	4	4	12	4	23	5	224	3	0	15	7	10	19	5	46	1	19	61	7	9	6	17
Otu331	35	0	0	0	1	0	8	0	0	18	0	7	122	5	5	12	25	0	6	0	29	6	2	0	0	0	0	1	13	0
Otu9167	0	0	1	0	0	3	3	50	0	3	0	12	6	52	12	6	3	1	7	0	10	20	1	7	11	0	11	4	0	4
Otu8349	0	0	0	0	0	0	0	8	0	0	0	2	1	3	10	1	0	0	1	1	7	19	0	1	3	0	2	0	0	1
Otu6383	0	1	2	0	0	2	1	32	1	7	0	9	10	32	24	5	0	0	8	1	53	10	7	1	3	7	3	5	0	2
Otu587	3	0	6	1	0	25	3	4	0	1	0	11	14	1	10	4	37	5	5	5	9	8	7	48	0	1	0	0	1	5
Otu5302	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu2587	6	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	21	0	0	1	0	0	1	1	0	0	0	0	0	0
Otu369	31	2	3	9	6	143	13	4	0	0	1	0	7	7	1	2	31	0	0	3	6	33	0	0	0	0	1	0	0	4
Otu4371	8	1	12	0	1	21	8	29	0	35	0	9	20	52	4	5	0	5	8	7	31	4	2	11	51	34	12	3	0	5
Otu2037	1	0	0	0	0	2	0	4	0	0	0	1	0	2	0	2	9	0	0	0	0	1	0	4	3	0	0	0	0	0
Otu123	98	102	71	27	2	58	60	33	2	4	9	106	1	36	11	9	55	7	30	55	6	65	64	60	33	23	31	0	50	71
Otu6478	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu377	2	0	1	1	0	4	0	14	0	31	52	45	0	2	21	0	162	10	21	0	29	6	115	3	13	32	14	50	0	0
Otu186	115	27	6	7	6	22	50	7	21	102	7	18	30	22	3	12	52	155	4	22	4	4	20	31	7	6	15	33	6	4
Otu9166	0	0	0	0	0	0	2	19	0	1	0	2	10	1	6	4	0	0	2	0	13	5	3	3	9	16	15	5	0	1
Otu338	6	6	0	3	4	8	5	41	0	18	4	61	5	4	5	8	0	0	2	2	3	18	1	41	6	19	3	0	0	2
Otu802	1	0	5	5	1	5	0	1	0	0	0	20	0	1	2	6	12	0	0	2	1	2	0	126	0	0	0	0	0	0
Otu1145	0	0	0	3	0	6	0	4	0	51	0	2	1	0	0	0	0	1	3	0	1	0	31	3	3	0	0	0	0	2
Otu407	3	1	9	4	0	2	8	0	10	21	2	4	7	1	0	3	19	192	0	3	1	0	0	0	0	5	0	18	13	15
Otu378	5	0	50	91	1	5	0	0	6	0	0	14	4	3	0	6	6	3	0	53	0	4	0	27	0	2	0	1	0	60
Otu3204	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	5	0	0	0
Otu2371	0	0	0	0	0	1	0	0	0	0	0	1	0	3	1	0	3	0	0	0	0	2	1	2	2	0	0	0	0	0
Otu5383	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu922	26	1	0	0	1	7	0	0	2	0	1	6	30	0	1	7	0	4	0	0	0	0	0	8	0	0	0	0	20	1
Otu1155	21	1	0	0	0	2	6	2	0	10	0	1	3	1	6	0	2	0	0	0	1	5	2	3	0	1	2	0	3	2
Otu145	72	242	15	1	10	11	32	26	2	125	21	31	12	12	3	7	25	197	41	4	15	67	115	25	37	68	49	113	8	14
Otu905	1	0	1	0	0	1	0	0	0	0	5	28	2	0	4	1	0	0	1	2	1	3	0	7	0	8	0	1	0	4
Otu708	14	5	2	0	1	5	6	2	0	2	0	2	1	1	1	2	5	2	3	2	1	13	2	9	1	2	25	0	0	1
Otu1960	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	8	0	0	1	0	2	0	0	0	0	0	0	0	0
Otu351	4	0	0	0	0	14	231	16	1	5	1	2	4	3	0	2	9	0	2	0	1	8	22	1	0	2	0	0	0	2
Otu6157	0	0	1	0	0	0	3	50	0	2	3	3	14	45	7	9	0	2	33	1	34	66	3	10	3	2	1	20	0	0
Otu287	16	0	22	9	1	9	0	9	1	18	3	26	3	3	12	0	28	1	3	51	12	6	30	27	82	4	9	0	1	20
Otu782	0	0	0	1	0	2	0	4	0	0	0	25	0	4	1	8	0	0	1	2	0	1	6	19	0	0	0	3	0	8
Otu134	329	11	21	58	12	43	7	49	281	18	3	249	10	24	27	34	2	75	4	15	2	10	183	116	3	3	10	387	1	1434
Otu552	77	19	3	3	39	14	2	0	0	44	0	2	4	17	2	1	2	2	1	1	5	8	8	1	10	15	1	1	0	2
Otu2235	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu142	14	78	10	11	2	50	1	479	0	4	9	51	22	81	54	3	5	0	17	7	145	67	16	13	27	24	16	0	4	36
Otu1181	1	4	0	0	0	4	9	0	0	0	0	0	0	0	1	0	1	1	0	0	0	5	2	0	5	5	3	0	0	0
Otu8324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8948	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	1	1	2	1	0	0	0	0
Otu136	11	20	7	33	11	17	16	23	48	183	3	34	17	11	47	40	54	56	24	22	119	6	9	87	5	7	13	48	0	31
Otu1825	3	0	4	0	0	0	0	0	1	1	0	2	0	0	0	0	0	2	0	2	0	8	0	0	0	2	0	0	0	0
Otu79	10	4	60	48	0	1	1	25	327	30	11	14	65	29	64	32	0	188	158	61	1750	1	0	116	0	25	9	214	0	338
Otu2673	18	0	1	1	0	1	5	8	0	0	0	5	0	3	0	3	0	0	0	1	0	4	1	0	0	1	0	0	0	1
Otu1618	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	0	2	25	0	0	0	0	0
Otu426	2	34	0	0	0	2	70	2	0	28	1	11	5	5	0	2	22	0	2	0	1	4	10	4	19	7	7	14	0	0
Otu1241	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8323	0	0	0	0	0	2	4	14	0	0	0	11	2	3	1	10	0	0	0	0	1	4	0	3	1	8	2	8	0	1
Otu3306	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu191	0	14	0	0	0	0	66	0	0	345	0	4	0	0	0	0	5	0	26	0	2	0	16	0	5	1	5	0	0	1
Otu18	280	290	169	109	125	280	239	623	1194	326	115	356	658	176	314	100	534	166	449	112	863	187	850	265	62	116	299	129	57	95
Otu1961	7	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	21	0	0	0	0	7	0	0	0	0	0	0	0	0
Otu146	91	62	15	3	11	0	8	3	0	2	32	72	12	18	325	24	2	18	14	19	6	12	16	111	6	8	5	44	23	33
Otu227	121	12	8	7	0	33	16	2	1	11	3	29	18	10	5	25	96	10	3	10	4	4	4	71	1	19	9	1	0	35
Otu318	4	54	35	3	7	23	34	5	7	14	17	9	9	9	31	1	20	25	9	17	2	2	20	24	13	11	9	8	9	7
Otu4034	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	1	1	1	0	1	0	0	0	0
Otu262	5	1	0	0	1	6	0	17	0	1	0	21	7	4	1	4	1	0	7	0	0	21	4	6	0	6	0	0	0	1
Otu679	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	1	0
Otu675	18	4	1	1	0	2	3	5	1	21	2	9	4	1	4	3	1	4	0	3	0	3	9	3	2	3	1	0	8	3
Otu390	53	2	0	0	0	4	8	5	0	0	4	4	0	25	1	1	3	1	38	0	0	1	1	4	6	4	2	3	0	15
Otu64	57	17	8	125	18	1234	31	217	18	79	7	62	44	581	128	10	447	25	53	11	12	127	287	10	70	163	17	1	20	17
Otu8867	2	1	16	1	0	13	10	29	1	18	0	6	14	41	0	10	1	30	28	42	12	4	14	9	5	4	1	16	0	35
Otu418	3	0	2	4	0	10	0	28	10	1	0	14	99	121	0	5	25	0	16	4	33	7	17	18	0	2	6	0	0	2
Otu3441	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu768	0	0	0	0	0	0	13	0	0	0	0	9	0	0	0	0	38	0	0	0	0	65	0	0	0	0	2	0	0	0
Otu9381	0	0	0	0	0	0	0	4	0	5	6	1	3	0	0	6	0	0	87	0	23	10	4	1	2	34	15	15	0	0
Otu348	7	33	26	5	7	20	26	7	11	5	13	8	7	11	23	4	13	22	10	11	4	3	25	21	11	17	6	9	3	4
Otu4823	0	0	0	0	0	5	1	3	0	0	0	14	0	2	0	9	0	0	10	1	0	0	0	16	0	0	0	2	0	61
Otu4776	0	0	0	0	0	4	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu214	278	0	1	2	0	13	1	12	0	4	0	66	3	1	2	4	3	2	17	3	3	0	9	21	20	1	1	33	0	0
Otu610	8	0	3	0	4	6	0	2	0	1	0	8	7	3	0	2	66	0	0	1	1	0	1	43	2	0	0	0	17	0
Otu327	7	2	3	21	1	1	9	1	0	0	0	30	0	0	2	169	0	4	2	2	1	1	0	80	1	0	0	2	2	92
Otu1060	16	0	1	1	0	23	1	2	0	3	1	2	0	5	0	0	0	0	1	8	1	16	1	3	2	4	0	0	0	2
Otu1072	13	0	0	0	1	2	0	0	1	0	0	0	0	3	1	12	0	3	0	0	3	0	0	1	2	0	3	0	8	0
Otu649	13	0	2	0	0	2	2	0	1	0	0	48	0	1	0	3	1	0	0	0	0	4	0	18	0	0	0	0	0	0
Otu6677	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu254	9	2	14	61	20	2	3	0	30	2	0	6	0	1	0	1	0	568	1	5	0	0	0	25	0	0	0	47	0	55
Otu4660	8	8	7	1	0	13	31	21	0	28	0	15	10	13	9	23	0	1	11	18	13	7	4	20	10	137	22	1	0	25
Otu500	4	0	0	0	1	0	30	1	0	0	1	9	0	0	0	0	2	0	3	0	0	4	4	2	0	12	0	0	0	0
Otu1174	0	0	0	0	0	8	1	7	0	3	2	1	0	1	5	0	0	0	0	0	0	12	1	1	3	3	0	0	0	0
Otu821	7	0	2	2	1	0	2	4	0	0	1	1	9	3	4	1	1	1	3	0	4	4	9	0	0	2	3	0	1	2
Otu7732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu244	32	78	3	0	0	7	3	35	0	49	17	16	3	20	52	4	9	4	46	2	12	92	127	0	11	418	232	0	7	4
Otu415	0	1	4	0	0	0	3	3	0	1	0	1	0	2	4	2	0	1	0	2	1	1	3	3	2	1	4	2	0	2
Otu1593	2	2	8	0	0	1	0	0	0	0	0	22	0	1	0	0	0	0	1	5	0	0	1	1	0	2	2	2	0	3
Otu2001	0	0	0	0	0	0	0	1	0	0	2	1	0	2	0	0	9	0	1	0	4	2	3	1	0	0	0	0	0	1
Otu140	90	8	294	66	6	4	30	13	1	59	1	5	14	32	3	36	7	2	4	296	8	1	8	40	10	29	33	1	4	98
Otu776	2	0	1	4	0	0	14	0	2	0	0	31	0	0	0	6	0	1	0	0	0	1	0	1	0	0	0	0	0	64
Otu174	2	87	0	0	16	4	2	235	0	164	0	0	19	375	1	0	8	0	11	0	1	1	31	0	72	1	51	0	29	0
Otu954	11	0	0	29	0	0	0	0	2	1	0	2	0	0	0	1	1	4	0	1	0	0	0	20	0	0	0	0	10	17
Otu1402	4	3	1	0	1	4	0	3	0	5	1	1	4	2	0	1	2	0	2	0	1	0	4	1	1	0	0	2	0	0
Otu752	9	2	0	0	2	0	1	5	28	0	1	2	0	1	3	2	0	20	2	0	1	0	0	0	2	0	2	4	15	1
Otu269	6	0	0	21	3	4	1	0	20	0	2	0	38	0	0	10	2	211	14	0	1	0	0	1	0	0	0	58	0	1
Otu488	9	2	7	2	6	11	2	6	19	2	2	6	2	7	21	0	0	105	7	5	11	2	22	0	2	20	0	9	0	0
Otu107	0	0	1	1	0	1	2	0	1	0	1	0	2	2	5	0	0	1	1	1	0	0	0	0	3	0	1	1	0	1
Otu6791	0	0	0	0	0	1	7	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu611	3	1	0	2	0	0	0	2	26	1	1	6	5	4	340	0	0	0	4	0	84	16	9	0	0	115	1	0	3	1
Otu1781	0	0	1	0	0	4	1	2	0	0	0	1	2	5	0	0	0	0	2	0	0	0	0	1	5	0	2	0	0	0
Otu1051	5	5	1	0	0	0	0	15	0	0	0	0	0	0	8	0	0	1	6	0	1	0	0	0	0	30	7	3	0	6
Otu8583	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu707	13	2	3	2	0	3	0	6	0	4	1	10	13	3	6	0	0	0	4	2	4	4	4	2	8	3	2	0	2	4
Otu780	1	0	3	3	0	9	1	19	0	3	1	0	7	16	42	1	5	0	1	1	4	12	11	2	4	7	2	0	0	0
Otu334	35	12	23	1	3	121	2	3	3	0	0	75	2	2	19	12	93	21	10	14	39	36	71	8	5	40	4	0	0	7
Otu598	101	8	3	0	0	5	22	5	0	21	1	21	0	6	0	2	8	0	7	6	0	15	9	9	0	7	1	0	0	3
Otu556	41	28	5	2	24	16	29	3	0	12	5	12	9	8	5	9	30	7	2	1	3	2	30	17	17	100	3	4	1	6
Otu158	35	28	5	71	4	8	5	1	0	2	0	38	1	6	0	16	0	5	4	2	0	2	8	111	3	1	13	15	0	169
Otu1863	0	0	1	1	0	1	1	1	0	0	0	0	5	0	0	0	7	0	0	1	4	0	0	1	0	0	6	0	0	2
Otu177	99	119	2	3	1	22	18	200	11	12	5	3	432	35	476	3	17	49	11	2	62	44	50	5	0	460	349	9	14	0
Otu3361	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Otu382	113	0	1	6	3	6	0	0	26	0	3	8	0	1	0	1	0	30	0	0	0	0	0	15	2	0	0	7	81	21
Otu3460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu831	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	11	2	0	0	0	7	6	0	0	1	1	2	0	0
Otu792	0	0	2	0	0	0	0	8	1	0	0	5	21	0	0	0	0	1	10	1	46	0	0	0	1	0	1	1	0	1
Otu188	139	7	11	2	1	17	7	0	38	44	0	52	7	12	2	44	29	25	0	7	2	6	0	199	5	1	3	3	176	9
Otu5547	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu622	0	0	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	20	0	0	0	0	1	0	1	0	0
Otu257	28	11	2	100	6	13	3	4	0	5	3	19	0	2	1	1	14	0	5	0	0	7	0	3	2	8	7	0	0	23
Otu7877	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu457	17	0	0	1	0	28	1	16	0	14	0	21	10	2	1	0	18	3	0	0	10	0	9	0	106	2	0	0	0	0
Otu703	0	0	2	4	0	5	36	1	8	8	0	14	0	0	2	2	2	0	5	0	0	3	1	4	3	0	0	0	0	1
Otu259	4	2	16	0	0	0	0	5	166	3	0	6	69	4	15	190	0	66	27	8	20	0	3	23	3	2	3	90	10	14
Otu1519	0	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu769	4	1	6	8	0	2	2	1	8	0	0	2	0	0	0	1	8	1	0	6	0	3	0	16	0	0	0	0	5	8
