OTU_ID	R211L5S10	R211L5S11	R211L5S12	R211L5S14	R211L5S15	R211L5S17	R211L5S1	R211L5S21	R211L5S22	R211L5S23	R211L5S26	R211L5S27	R211L5S29	R211L5S30	R211L5S33	R211L5S34	R211L5S35	R211L5S36	R211L5S37	R211L5S38	R211L5S39	R211L5S41	R211L5S42	R211L5S43	R211L5S46	R211L5S50	R211L5S53	R211L5S58	R211L5S5	R211L5S61	R211L5S66	R211L5S68	R211L5S69	R211L5S6	R211L5S70	R211L5S73	R211L5S74	R211L5S75	R211L5S78
Zotu885	7	0	0	4	1	0	1	2	3	0	1	0	3	1	6	1	4	3	0	5	0	3	0	6	0	0	3	2	3	7	1	0	15	0	0	19	0	0	0
Zotu673	8	3	0	3	6	0	17	1	11	0	0	7	12	4	6	2	2	2	1	0	0	1	5	0	11	12	2	0	4	7	1	0	1	0	0	12	2	0	4
Zotu172	21	18	16	24	10	5	109	14	23	6	7	12	61	15	53	26	8	11	5	36	16	9	44	25	9	35	43	5	40	21	5	10	34	14	20	66	22	9	3
Zotu166	20	5	36	18	28	8	185	52	45	9	36	32	79	46	108	39	7	21	15	52	12	14	24	8	26	46	55	15	51	73	12	57	100	45	19	126	14	21	17
Zotu55	61	72	21	132	105	12	975	192	69	137	151	301	181	112	88	81	61	37	24	161	186	62	552	459	120	139	182	50	52	44	24	135	232	560	419	74	243	68	166
Zotu73	6	17	24	28	18	0	105	332	3	85	27	1706	6	43	0	264	3	39	0	164	27	10	556	35	11	96	2	7	16	3	6	275	6	245	77	1	15	4	131
Zotu760	5	4	0	1	2	0	15	3	5	1	1	0	3	0	4	1	7	0	4	0	6	3	3	1	0	8	0	2	3	1	3	3	20	0	2	6	3	0	1
Zotu576	2	3	10	2	1	6	14	0	6	2	1	3	14	0	7	8	3	0	3	0	1	0	0	4	1	7	0	4	8	10	2	16	0	5	1	6	1	4	2
Zotu58	77	48	38	81	56	4	344	132	106	61	22	41	319	48	222	156	21	36	122	107	104	42	165	73	98	77	48	71	190	166	40	88	149	89	62	154	29	144	66
Zotu114	23	5	33	26	65	6	308	47	136	51	19	113	13	28	22	26	29	12	21	32	134	26	11	39	71	120	61	80	36	87	7	31	43	132	62	72	30	14	45
Zotu750	10	0	0	0	1	0	0	6	4	6	1	0	2	0	9	3	0	0	0	0	0	1	0	0	7	3	1	2	4	2	0	2	1	7	7	6	2	0	1
Zotu268	24	2	2	5	2	0	60	1	4	0	11	6	9	41	21	3	8	1	5	20	2	3	13	49	26	86	28	0	0	8	5	0	53	9	8	110	3	0	8
Zotu2180	5	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0
Zotu432	15	1	0	10	0	0	9	12	1	4	2	6	11	29	34	6	0	0	3	18	0	0	9	4	18	10	6	0	12	14	4	26	32	8	1	20	0	0	2
Zotu72	56	67	42	29	51	19	26	149	154	137	24	57	103	265	186	21	12	19	12	38	65	27	278	164	317	154	123	52	178	68	5	26	166	79	18	334	19	28	62
Zotu194	23	1	1	1	25	13	139	192	4	0	0	23	0	0	255	7	0	4	0	0	80	0	6	1	0	38	7	0	17	60	7	3	6	5	18	13	8	0	0
Zotu148	17	3	29	24	25	1	125	56	38	9	27	18	89	27	88	39	4	10	37	60	20	6	27	29	35	33	42	2	22	95	7	74	155	42	13	141	11	5	22
Zotu254	13	19	12	24	12	5	91	15	30	3	10	22	34	32	51	43	5	10	10	2	12	5	28	25	12	17	12	8	11	13	24	14	46	23	13	50	8	20	11
Zotu300	17	8	1	5	17	0	92	4	19	14	0	7	0	0	6	4	1	1	7	32	27	2	1	21	10	27	2	2	7	47	4	0	59	12	28	22	3	2	8
Zotu1237	14	0	0	0	0	0	3	6	0	0	0	2	0	1	7	0	0	0	0	0	2	2	0	0	5	2	2	2	0	5	0	0	0	2	1	7	0	0	0
Zotu259	15	1	22	7	21	16	81	9	19	10	1	42	3	19	10	17	29	9	15	5	22	18	2	33	11	34	15	13	32	16	14	32	11	8	9	35	7	9	14
Zotu43	15	45	1	22	14	51	1	10574	92	10	0	587	1	67	3	1505	7	234	0	2	33	2	8	5	5	0	0	0	12	1	0	0	0	33	3	0	20	1	0
Zotu23	89	166	165	332	221	45	1930	434	273	223	167	174	641	279	677	857	80	79	108	709	258	133	528	320	184	334	277	337	337	285	147	152	508	777	494	564	52	219	195
Zotu584	3	0	0	3	0	0	11	0	0	5	3	3	2	0	14	0	5	0	3	4	1	0	8	4	0	17	0	4	2	105	3	2	1	8	0	5	0	4	0
Zotu241	8	9	17	13	7	8	92	14	55	14	3	30	5	41	35	14	3	2	0	13	8	3	9	20	40	5	18	7	23	5	1	12	39	8	13	59	9	3	18
Zotu372	48	0	8	6	19	17	27	2	2	0	11	3	0	3	6	1	27	0	50	8	3	0	0	14	11	0	3	8	0	142	0	0	1	11	18	6	0	1	2
Zotu492	3	0	3	7	0	1	67	7	2	2	0	7	0	5	9	3	6	0	0	14	6	15	8	4	1	9	1	0	10	1	1	7	1	12	6	3	4	2	5
Zotu666	6	0	0	4	0	0	45	0	5	8	4	8	8	4	4	6	0	2	9	0	1	2	6	3	6	1	5	0	0	4	0	1	2	6	2	2	0	0	4
Zotu246	15	6	17	19	11	6	20	43	37	28	1	30	22	27	33	17	3	10	14	17	29	4	31	6	24	18	10	8	23	26	11	12	26	13	8	19	7	9	15
Zotu3520	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0
Zotu79	53	22	55	74	47	6	536	74	64	24	34	16	151	35	236	146	13	36	34	79	48	28	52	49	101	90	102	23	111	148	34	27	144	45	189	223	7	52	60
Zotu438	2	2	4	5	6	2	7	6	6	1	2	14	5	1	12	44	8	5	3	3	4	3	3	6	3	7	7	3	11	9	2	2	9	31	9	10	12	2	3
Zotu269	21	11	17	20	7	3	52	10	22	6	7	10	21	16	21	14	28	4	31	5	17	4	9	9	3	33	12	7	29	12	8	14	14	30	3	20	9	23	15
Zotu275	26	2	6	0	8	3	17	4	8	3	2	16	0	5	13	0	2	3	3	30	49	16	4	3	85	19	2	2	16	3	15	1	9	7	5	17	1	13	7
Zotu2110	2	0	2	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	22	0	0	0	0	0	0	0	1	0	0	0	1	0	4	6	0	0
Zotu69	137	16	36	117	36	8	398	62	100	13	31	32	116	25	267	36	12	21	275	177	105	35	67	89	384	303	99	75	88	327	23	60	158	79	242	144	1	31	102
Zotu1611	4	4	0	0	0	0	0	0	0	0	5	6	0	0	2	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	20	0	0	0
Zotu5386	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu104	67	39	16	98	68	12	665	28	43	61	16	12	39	42	49	29	41	8	30	98	94	23	24	75	84	149	38	33	49	56	35	26	50	138	235	72	12	32	24
Zotu215	8	11	5	9	17	0	78	20	10	1	10	8	60	26	52	24	6	0	40	22	11	8	42	25	46	27	15	5	15	63	0	13	28	34	28	62	21	19	11
Zotu5757	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu65	39	44	50	62	142	10	448	144	146	155	78	212	145	93	165	170	53	36	19	261	142	178	113	47	197	124	95	70	103	53	20	141	80	63	83	251	60	152	91
Zotu480	141	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	178	0	0	7	0	0	0	0	0	0	0	2	8	2	0	0	0	0	0	6	0
Zotu335	2	2	10	4	3	0	28	2	23	0	4	5	7	150	21	5	0	3	0	12	3	17	0	1	28	2	5	6	33	5	0	5	10	10	11	27	0	1	12
Zotu60	28	52	120	106	142	18	980	124	98	94	78	163	101	148	62	110	19	58	23	216	202	146	91	151	127	74	105	61	148	158	77	132	120	507	247	111	109	51	103
Zotu579	2	8	2	3	2	1	9	3	0	0	1	7	5	3	3	1	2	1	6	2	1	2	2	1	0	14	0	0	0	0	0	18	1	0	0	2	0	4	0
Zotu187	17	0	14	0	0	0	33	0	16	0	89	75	0	0	0	0	82	0	1	0	0	0	0	2	0	1	0	0	480	0	0	144	0	4	21	4	0	12	0
Zotu1417	1	0	1	0	0	0	9	0	0	4	0	0	0	0	3	0	0	0	0	1	0	0	0	0	5	9	0	0	0	0	0	0	0	4	14	6	0	1	0
Zotu29	75	158	263	601	539	120	758	1112	897	258	115	342	448	291	216	328	85	83	58	483	417	169	373	397	170	229	205	256	214	241	48	190	403	735	427	246	222	132	215
Zotu276	3	10	2	14	6	0	82	9	28	4	7	6	11	11	33	5	2	3	7	6	10	14	28	8	11	12	24	10	24	18	0	26	23	14	2	23	4	3	6
Zotu2755	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Zotu2968	3	3	0	0	0	0	0	5	0	0	1	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	1	0
Zotu222	23	10	7	18	35	1	108	43	30	7	4	25	50	15	51	16	0	9	11	24	17	6	25	8	38	20	15	15	27	37	7	20	45	19	29	47	2	9	9
Zotu345	11	8	5	4	6	4	37	15	23	4	5	15	30	4	23	17	0	3	11	3	5	16	17	9	9	11	10	5	19	11	0	8	8	18	11	16	13	9	2
Zotu2640	1	0	0	0	0	0	0	1	0	1	0	0	0	1	2	0	1	0	3	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	2	0	1	0
Zotu234	5	4	8	28	7	1	44	42	31	8	6	20	30	64	47	26	3	9	7	14	5	5	19	18	19	16	17	9	37	4	11	2	23	35	7	55	2	4	10
Zotu623	8	3	0	1	2	0	8	2	7	5	1	1	12	8	2	4	3	1	3	3	3	4	7	5	6	0	3	0	12	0	2	1	7	2	2	3	11	3	4
Zotu2290	1	0	0	1	0	0	0	0	0	0	3	0	3	2	4	5	0	0	0	5	0	0	1	0	0	2	1	0	0	2	0	0	0	3	1	5	0	0	0
Zotu565	8	1	4	5	0	7	2	4	9	2	16	2	2	3	6	4	0	0	9	2	2	0	0	2	17	7	0	5	11	2	0	2	8	1	8	2	0	0	0
Zotu183	24	5	15	22	15	4	117	43	61	12	18	13	68	31	69	28	11	24	4	12	26	12	18	16	9	26	24	19	29	54	9	73	48	40	13	65	7	23	11
Zotu280	15	0	1	3	1	3	27	4	4	2	11	28	8	2	10	0	0	9	20	23	5	6	8	14	61	85	34	0	9	65	0	12	39	5	39	27	0	8	15
Zotu4748	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zotu371	10	10	12	16	5	2	13	16	4	4	3	8	22	12	16	20	0	0	4	8	1	0	21	12	5	1	7	4	6	4	0	19	18	12	5	10	4	0	9
Zotu1248	7	0	0	0	0	0	4	0	1	0	0	0	1	6	0	1	0	0	6	3	1	0	0	0	0	1	0	4	0	2	1	0	4	4	0	2	0	0	0
Zotu9	26	401	15	16748	465	0	2661	1076	29	43	82	13	947	6	10	4592	9	3	8	926	1064	5	3	1	5	6	5	24	236	3	1765	32	77	617	5059	226	1937	1	7
Zotu175	1	5	0	34	24	0	145	5	19	2	1	30	11	33	22	15	0	1	14	31	10	2	32	20	21	45	37	4	14	62	4	13	64	35	28	52	28	7	35
Zotu1697	12	0	4	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	23	0	0	6	0	0	1	0	0	0
Zotu1313	5	1	0	0	4	0	0	0	0	4	1	0	6	0	0	5	0	0	0	1	4	0	0	0	0	0	0	0	2	0	0	0	4	0	0	2	14	2	0
Zotu604	2	0	2	1	3	9	4	1	0	3	0	0	0	4	8	0	0	5	0	3	5	2	1	0	14	0	5	0	11	4	0	2	10	11	13	7	0	0	1
Zotu97	23	21	7	43	76	1	283	157	63	211	58	344	17	34	17	32	20	48	15	116	116	45	16	132	88	117	32	73	44	7	44	84	33	165	117	26	55	36	51
Zotu4039	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	1	0	0	0	2	0
Zotu4038	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu481	1	3	0	4	13	2	35	9	3	1	0	0	24	0	31	1	5	0	7	37	3	3	5	2	1	2	9	3	2	5	0	6	7	7	9	28	0	7	8
Zotu30	72	62	105	140	291	5	118	120	85	41	25	65	1393	71	236	283	28	30	315	28	216	25	133	92	49	25	103	24	128	885	79	49	293	126	135	462	88	110	39
Zotu190	49	0	6	8	58	3	444	3	12	3	2	6	9	9	13	3	0	2	47	53	13	5	29	20	9	36	26	4	18	80	2	0	4	6	45	46	7	2	6
Zotu380	104	10	0	0	32	0	0	1	5	4	0	2	8	0	1	121	0	13	2	8	4	0	2	0	6	0	0	6	7	0	0	17	0	16	5	1	0	0	6
Zotu169	27	15	29	26	31	3	242	17	37	26	21	11	61	13	77	55	7	6	22	52	14	21	37	19	39	27	33	11	25	39	13	11	48	21	28	55	13	4	7
Zotu2338	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	2	0	0	2	0	0	0	0	0	0
Zotu626	7	0	0	2	2	0	9	9	8	2	10	8	0	0	6	3	0	2	3	3	0	0	10	7	1	1	2	0	1	5	0	0	9	9	2	10	6	0	0
Zotu126	19	26	17	35	55	6	241	64	68	48	24	92	112	70	118	51	9	9	21	57	77	21	42	33	48	63	16	21	61	111	16	39	65	76	40	93	15	16	21
Zotu247	14	10	7	14	3	11	40	8	12	5	8	45	19	19	21	19	15	11	19	7	1	14	45	8	1	44	12	9	20	13	15	13	9	16	4	22	32	11	7
Zotu53	57	31	15	398	106	9	1498	52	45	22	62	707	720	7	31	40	157	11	37	995	148	24	17	433	58	230	159	69	23	130	103	85	286	704	445	438	90	48	21
Zotu59	51	90	27	376	62	59	405	25	457	143	19	151	606	11	27	1595	49	51	15	130	169	36	140	55	51	180	203	75	25	61	9	22	97	50	186	23	83	93	74
Zotu1071	5	5	1	2	1	1	12	3	17	0	2	11	8	4	11	4	0	0	6	3	1	0	9	6	3	11	3	14	3	0	0	26	11	10	3	19	7	0	4
Zotu5010	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3446	1	2	0	0	0	0	0	0	0	0	0	0	0	4	1	3	0	0	0	7	0	0	0	0	0	0	2	0	1	1	0	0	0	3	0	0	0	0	0
Zotu87	51	50	68	45	28	44	409	58	77	41	82	110	113	57	85	61	22	39	115	61	75	88	132	104	47	145	85	48	119	98	56	122	88	38	33	192	130	38	55
Zotu252	16	2	17	13	21	5	17	50	33	8	14	0	38	7	40	2	5	1	28	23	13	2	2	9	34	11	17	4	32	22	9	4	42	9	50	32	10	8	1
Zotu574	10	3	0	3	5	0	3	2	0	11	1	31	1	0	1	5	6	1	2	0	3	0	3	5	18	6	5	1	0	1	2	3	9	0	0	25	6	0	0
Zotu1715	8	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	15	0	0	0
Zotu1551	3	0	0	1	3	0	0	0	0	1	0	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	3	0	0	2	0	0	2	3	0	0	3	0	0
Zotu1510	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	1	0	0	1	6	0	5	0	0	0	0	0	4	0	3	0	3	4	0	6	0
Zotu288	7	3	4	9	5	1	51	14	19	3	7	6	60	23	44	6	4	8	9	19	4	2	7	3	30	2	6	0	15	23	1	36	16	9	7	49	0	0	8
Zotu151	25	9	1	51	151	5	18	42	15	12	1	21	4	5	6	24	0	1	9	25	16	26	9	43	13	75	1	4	14	32	1	30	21	184	93	26	102	36	14
Zotu670	2	0	0	1	7	0	6	3	2	4	9	0	2	4	0	15	0	1	0	0	0	16	6	0	3	3	4	2	3	3	0	2	7	8	7	5	11	4	0
Zotu1147	1	0	0	0	1	0	5	6	5	0	3	7	0	0	3	0	0	3	0	0	0	2	1	0	0	2	0	0	1	5	0	0	1	0	1	10	0	0	0
Zotu4246	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Zotu359	11	3	3	5	0	0	13	3	0	0	4	11	124	0	12	3	2	3	1	10	1	6	16	6	0	17	2	5	5	2	5	5	1	6	4	0	17	1	1
Zotu1912	2	0	0	0	0	0	1	0	0	0	0	1	0	2	2	0	0	0	2	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	8	0	1
Zotu527	8	7	3	6	1	2	5	8	0	4	3	4	5	3	33	3	10	1	0	0	9	0	2	1	0	1	6	2	13	4	0	0	5	0	0	15	0	0	0
Zotu5363	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu976	5	1	0	0	0	2	0	0	0	0	0	0	9	9	4	5	0	0	0	0	0	7	2	0	0	0	2	1	3	0	0	1	0	2	0	1	0	0	0
Zotu113	42	20	11	19	62	4	17	162	163	52	30	231	47	40	34	49	39	11	24	32	83	55	37	26	85	73	52	27	49	43	13	70	43	49	38	65	56	25	66
Zotu1074	1	0	0	1	5	0	4	0	3	2	0	0	1	0	9	0	0	2	0	3	1	0	3	1	9	5	0	0	3	3	0	0	3	0	0	0	1	2	1
Zotu83	35	36	32	102	82	9	199	148	72	50	33	27	183	142	196	223	14	33	12	54	75	43	116	104	44	53	47	34	135	80	21	47	81	127	71	122	8	44	53
Zotu637	3	0	2	0	1	0	13	0	6	0	2	0	2	4	5	3	0	1	6	0	2	0	1	1	3	1	3	4	0	6	0	0	19	5	10	0	6	4	2
Zotu206	29	7	5	9	6	10	62	58	42	2	20	22	17	33	23	16	9	6	34	37	31	18	25	20	33	17	22	15	31	74	11	52	60	19	18	80	8	11	7
Zotu128	13	24	30	6	29	3	87	12	4	3	7	44	57	17	206	47	8	7	32	52	23	3	26	11	0	41	5	7	48	2	17	14	62	18	4	39	21	16	3
Zotu255	9	0	5	24	3	0	51	2	0	7	0	1	0	0	0	4	0	10	3	8	10	44	0	1	1	44	5	0	16	0	57	0	0	7	67	17	2	4	3
Zotu377	5	0	7	7	1	0	9	14	2	2	5	0	53	0	75	38	0	0	1	19	0	0	12	6	1	0	4	4	5	8	0	4	25	0	7	22	0	0	0
Zotu118	9	35	41	7	6	0	174	12	11	8	13	32	79	12	65	23	24	6	34	77	36	32	21	81	13	56	21	26	7	20	11	11	22	39	5	87	59	6	2
Zotu2446	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu202	11	6	13	34	36	2	78	51	11	21	9	8	20	17	40	32	1	5	9	36	30	10	32	22	30	29	15	17	28	60	12	10	62	46	46	52	12	3	25
Zotu208	14	95	1	4	1	9	5	1	3	0	3	26	0	2	120	284	4	0	3	4	9	1	2	0	6	7	4	7	5	0	3	0	0	19	0	20	0	14	0
Zotu201	22	1	14	22	15	1	61	44	38	10	13	37	56	17	64	27	1	8	12	39	8	3	15	7	20	48	34	3	40	90	0	34	57	18	20	129	16	6	12
Zotu507	1	0	0	2	1	0	6	1	1	0	7	2	9	11	6	5	1	0	2	2	0	4	11	0	1	1	1	7	3	0	5	2	30	16	6	0	0	1	0
Zotu1590	4	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	3	3	0	0	0	0	0	0	2	0	0	18	0	0	0	1	1	0	2	0	0
Zotu416	13	0	0	10	3	0	19	5	1	1	0	0	14	4	3	1	1	0	11	17	7	0	7	6	6	3	3	6	5	6	3	2	13	9	11	6	1	4	2
Zotu685	7	1	2	1	2	0	8	5	5	1	11	6	7	2	12	0	0	0	0	4	2	0	0	0	0	4	4	0	1	8	0	4	16	2	1	1	0	0	2
Zotu445	9	7	8	0	0	6	58	1	7	1	2	17	5	9	5	16	3	0	2	5	1	6	13	2	0	16	7	1	6	1	3	3	0	4	8	15	16	4	0
Zotu920	3	1	1	0	1	0	27	0	0	1	1	3	0	4	9	2	0	0	0	0	6	2	2	1	1	2	0	0	0	1	0	2	0	1	0	2	2	2	1
Zotu350	2	5	2	4	3	0	60	0	12	4	6	22	8	12	0	22	9	4	11	6	6	2	10	0	4	12	5	9	1	4	5	7	30	26	2	36	12	4	1
Zotu832	6	0	0	0	1	0	8	1	3	0	0	0	10	0	2	1	0	0	1	6	0	0	0	2	3	6	2	5	1	5	2	4	33	0	0	1	0	0	3
Zotu240	5	2	10	38	16	8	5	44	2	24	2	0	112	1	80	47	0	3	10	57	10	0	34	21	0	2	17	2	13	10	0	1	18	7	16	17	0	2	8
Zotu488	1	0	5	1	5	0	15	8	8	11	2	0	19	11	16	3	0	5	2	0	0	1	2	2	4	1	4	0	10	30	0	0	20	0	0	0	0	3	2
Zotu2478	8	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu903	1	1	0	0	1	0	1	6	0	1	0	0	3	0	4	0	0	0	3	4	1	3	2	3	4	3	3	0	1	5	3	1	0	2	4	1	0	0	3
Zotu243	10	1	10	14	18	3	95	15	9	3	6	3	24	13	18	30	0	7	24	23	17	8	20	15	22	22	6	1	15	50	11	1	33	30	13	18	5	10	14
Zotu292	8	0	10	10	11	8	42	42	24	8	10	24	21	17	41	6	3	1	4	28	1	6	1	14	9	3	12	8	28	12	4	24	19	24	1	50	2	5	1
Zotu1694	4	0	0	0	1	0	7	0	0	1	0	0	0	0	0	0	0	0	2	0	3	0	1	0	2	3	0	0	0	2	0	4	0	0	0	2	0	0	0
Zotu122	28	25	20	24	61	13	213	67	74	53	29	92	26	38	47	62	7	20	34	54	30	19	89	48	49	108	39	34	77	48	13	33	80	38	24	86	10	37	53
Zotu75	28	44	54	79	280	21	301	154	151	147	47	227	57	99	20	62	57	24	23	284	217	201	47	355	53	40	51	115	5	50	16	181	21	213	129	9	210	23	341
Zotu2330	3	0	0	0	0	0	0	0	0	0	1	0	4	2	1	2	0	0	0	3	0	0	0	0	0	0	5	0	3	1	0	0	0	0	0	0	0	3	0
Zotu393	17	0	0	1	1	3	16	21	9	4	6	3	32	5	15	4	0	0	16	4	8	1	5	11	3	6	3	1	14	18	3	12	22	2	1	13	0	1	4
Zotu869	1	1	9	0	1	0	31	1	0	0	0	0	3	1	5	5	0	0	0	0	1	0	1	2	2	1	0	4	3	0	0	1	0	1	0	5	0	0	0
Zotu455	6	11	2	3	3	5	20	1	2	0	2	30	9	8	7	15	0	4	12	10	0	9	3	3	0	0	10	7	1	2	3	8	0	3	6	10	16	4	0
Zotu2850	1	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0
Zotu250	9	23	1	4	9	2	60	12	19	2	8	31	6	29	13	11	5	1	14	5	20	7	130	25	9	17	3	0	20	10	13	3	1	22	0	11	18	0	0
Zotu124	16	21	11	33	32	5	156	55	28	5	28	22	136	43	133	64	8	12	17	53	9	25	91	32	41	49	42	18	56	47	7	64	125	39	37	102	31	28	24
Zotu327	7	6	19	24	15	0	17	21	25	14	5	10	9	14	25	7	1	1	6	6	13	15	5	18	4	17	3	7	7	18	0	1	31	20	32	21	1	0	17
Zotu1965	4	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	24	2	0	0	0	0	0	0	0	0	0
Zotu1944	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0
Zotu585	12	0	7	0	6	0	1	0	3	1	0	5	0	19	2	2	0	0	0	1	23	0	3	11	0	1	0	0	2	0	0	13	9	8	3	17	2	1	2
Zotu437	2	0	0	8	3	0	0	8	2	0	0	0	40	14	22	8	0	0	3	3	2	0	16	1	24	1	2	0	12	10	0	0	12	3	1	6	0	6	1
Zotu427	8	0	3	6	9	2	7	18	3	5	8	2	16	12	17	2	0	0	2	15	4	1	3	0	5	5	10	1	3	26	0	25	28	0	6	36	0	0	4
Zotu110	26	66	37	19	12	19	394	24	31	26	22	65	71	41	74	71	19	13	57	17	32	42	64	64	16	141	39	13	52	29	25	70	42	41	13	139	84	33	23
Zotu155	33	7	25	29	16	17	137	52	41	4	43	35	74	24	99	29	4	17	33	54	39	15	28	20	22	44	70	9	57	87	6	115	78	31	6	119	26	8	2
Zotu1183	7	0	0	0	0	0	3	1	2	0	0	0	1	4	5	1	0	0	0	1	1	1	0	0	0	3	0	0	1	6	0	2	9	0	0	4	0	0	0
Zotu951	2	2	0	0	3	0	32	0	1	0	0	3	1	1	5	0	0	0	1	1	0	1	1	0	0	2	1	3	2	0	0	0	1	4	1	3	0	3	0
Zotu261	14	1	5	8	48	8	6	18	9	15	12	3	17	26	25	7	0	5	36	14	13	0	4	5	19	4	9	48	17	9	1	12	6	7	218	17	2	2	5
Zotu216	8	2	12	9	8	1	27	26	17	6	11	14	58	25	74	25	3	6	20	22	11	3	22	18	19	25	8	6	32	64	0	10	38	13	8	31	3	26	19
Zotu3724	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	1	0	0	4	0	0	0
Zotu3344	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0
Zotu305	8	4	12	24	10	3	32	14	9	20	12	30	14	21	18	8	6	8	10	13	12	7	25	5	9	26	10	7	40	7	3	15	18	46	11	16	13	0	12
Zotu2638	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Zotu669	2	1	2	1	3	0	44	0	0	8	0	2	1	9	3	2	0	0	1	1	4	3	3	9	3	2	4	8	8	3	0	3	2	6	0	3	3	0	0
Zotu952	1	0	0	1	0	0	5	6	6	3	0	9	5	10	1	0	0	2	0	3	3	1	7	0	0	0	4	4	5	5	0	4	2	1	1	10	3	0	0
Zotu186	20	10	12	45	19	4	129	30	39	18	16	45	16	48	38	32	2	7	19	23	43	10	19	17	41	32	28	12	49	48	8	20	99	41	14	58	53	15	22
Zotu870	5	5	0	4	0	0	6	3	2	0	0	5	0	3	11	0	5	0	2	1	0	6	0	0	5	1	1	2	0	17	1	1	5	5	4	10	1	0	7
Zotu1134	6	0	0	3	2	0	0	0	0	0	0	0	4	0	4	0	0	0	0	6	0	1	0	0	0	0	0	0	1	0	0	0	15	0	14	0	0	0	0
Zotu478	4	1	0	1	6	0	37	5	0	0	0	0	5	0	0	0	0	0	10	30	9	0	0	0	0	0	14	0	3	11	0	0	1	1	9	3	8	3	0
Zotu852	1	0	1	4	1	0	10	1	0	0	0	5	0	0	0	5	0	0	2	3	0	0	2	0	0	0	0	0	2	0	0	0	0	4	0	2	6	0	6
